date,asin,category
21-06-27,B096HJC18P,rtx3070ti
21-06-27,B096HJC18P,rtx3070ti
21-06-28,B096TZHXYN,rtx3070ti
21-06-28,B096TZHXYN,rtx3070ti
21-06-29,B096TZHXYN,rtx3070ti
21-06-29,B096TZHXYN,rtx3070ti
21-06-29,B096TZHXYN,rtx3070ti
21-06-29,B096TZHXYN,rtx3070ti
21-06-29,B096TZHXYN,rtx3070ti
21-06-29,B096TZHXYN,rtx3070ti
21-06-29,B096TZHXYN,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-01,B096YQ6WVW,rtx3070ti
21-07-02,B097Z8YWW1,rtx3070ti
21-07-02,B096TZHXYN,rtx3070ti
21-07-02,B096TZHXYN,rtx3070ti
21-07-02,B096TZHXYN,rtx3070ti
21-07-03,B096TZHXYN,rtx3070ti
21-07-03,B096TZHXYN,rtx3070ti
21-07-03,B096TZHXYN,rtx3070ti
21-07-03,B096WM6JFS,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096YQ6WVW,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096YPLGHG,rtx3070ti
21-07-05,B096YPLGHG,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096YPLGHG,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096YQ6WVW,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
21-07-05,B096TZHXYN,rtx3070ti
